StartDate,study_id,withdraw,EndDate,Status,Progress,Duration__in_seconds_,Finished,RecordedDate,date,bpns_gen_1,bpns_gen_2,bpns_gen_3,bpns_gen_4,bpns_gen_5,bpns_gen_6,bpns_gen_7,bpns_gen_8,bpns_gen_9,bpns_gen_10,bpns_gen_11,bpns_gen_12,bpns_gen_13,bpns_gen_14,bpns_gen_15,bpns_gen_16,bpns_gen_17,bpns_gen_18,bpns_gen_19,bpns_gen_20,bpns_gen_21,bpns_gen_22,bpns_gen_23,bpns_gen_24,bpns_gen_25,bfi_1,bfi_2,bfi_3,bfi_4,bfi_5,bfi_6,bfi_7,bfi_8,bfi_9,bfi_10,bfi_11,bfi_12,bfi_13,bfi_14,bfi_15,bfi_16,bfi_17,bfi_18,bfi_19,bfi_20,bfi_21,bfi_22,bfi_23,bfi_24,bfi_25,bfi_26,bfi_27,bfi_28,bfi_29,bfi_30,bfi_31,bfi_32,bfi_33,bfi_34,bfi_35,bfi_36,bfi_37,bfi_38,bfi_39,bfi_40,bfi_41,bfi_42,bfi_43,bfi_44,bfi_45,afi_1,afi_2,afi_3,afi_4,afi_5,afi_6,afi_7,afi_8,afi_9,afi_10,afi_11,afi_12,afi_13,afi_14,afi_15,afi_16,authentic_1,authentic_2,authentic_3,authentic_4,authentic_5,authentic_6,authentic_7,authentic_8,authentic_9,authentic_10,authentic_11,authentic_12,authentic_13,selfreflect_1,selfreflect_2,selfreflect_3,selfreflect_4,selfreflect_5,selfreflect_6,selfreflect_7,selfreflect_8,selfreflect_9,selfreflect_10,selfreflect_11,selfreflect_12,selfreflect_13,gender,gender_3_TEXT,Q42,ethnicity_1,ethnicity_2,ethnicity_3,ethnicity_4,ethnicity_5,ethnicity_6,ethnicity_7,iphone,consent,consent1,consent2,Q12,Q20,Q53,Q32,Q35,Q31,Q52,Q30,Q37,Q38,Q39,Q51,Q40,Q50,Q51.0
2019-04-12T11:07:32Z,43,NA,2019-04-12T15:15:41Z,0,100,14889,1,2019-04-12T15:15:44Z,5,5,5,5,5,4,3,3,3,6,6,6,5,2,2,2,2,5,5,5,4,4,3,4,3,2,3,3,4,2,3,3,4,4,4,5,4,1,4,4,4,4,4,3,3,4,3,5,3,4,3,3,2,2,2,5,4,4,3,4,2,3,1,4,3,3,1,3,3,4,NA,3,4,4,4,4,4,4,4,3,4,4,2,4,4,4,1,5,3,4,3,3,4,2,3,3,2,4,3,3,8,3,8,1,7,7,0,1,2,5,7,5,5,2,,4,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,1,1,NA,NA,NA,NA,1,1,1,NA,NA,NA,1,NA,NA
2019-04-16T10:07:04Z,44,NA,2019-04-16T10:33:57Z,0,100,1612,1,2019-04-16T10:33:58Z,9,4,4,5,5,5,2,5,6,5,7,6,6,2,2,2,3,4,4,5,4,6,3,4,3,2,4,3,5,3,3,4,4,2,2,5,3,2,5,4,4,3,4,2,5,4,4,3,3,3,3,3,3,5,3,4,4,5,2,4,3,4,2,4,5,4,2,4,5,3,5,4,5,4,4,4,2,2,2,2,5,3,3,4,4,4,1,5,1,2,3,3,3,1,4,5,2,5,1,3,7,4,6,1,7,6,1,3,4,5,8,6,5,2,,4,NA,NA,NA,NA,1,NA,NA,1,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA
2019-04-16T11:02:35Z,45,NA,2019-04-16T11:18:37Z,0,100,961,1,2019-04-16T11:18:37Z,9,5,5,6,5,3,4,5,6,3,3,3,4,2,3,3,3,4,6,6,6,2,6,2,2,2,4,3,4,4,2,3,4,4,1,3,2,1,5,5,4,4,5,4,5,5,4,4,4,2,4,5,3,4,4,5,4,5,4,4,2,2,2,5,4,4,1,4,4,2,5,4,4,4,5,4,2,2,3,1,3,4,4,5,5,5,1,5,3,2,1,2,3,2,5,4,2,4,1,3,9,8,5,0,10,10,0,9,1,0,4,7,5,2,,3,NA,NA,NA,NA,1,1,1,1,NA,1,NA,1,1,NA,1,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA
NA,46,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-04-13T10:15:05Z,47,NA,2019-04-13T10:22:14Z,0,100,428,1,2019-04-13T10:22:14Z,6,6,6,6,6,3,1,2,2,7,7,6,7,2,2,2,3,6,6,6,5,2,2,2,2,2,3,3,5,4,3,4,4,2,4,4,4,2,5,4,3,3,3,2,5,2,4,3,3,3,3,2,2,4,4,3,4,5,4,4,4,4,2,4,5,3,4,4,4,2,5,3,4,4,4,4,3,2,3,2,4,5,4,5,4,4,1,5,3,2,2,2,3,1,4,3,1,4,1,3,9,5,7,2,9,9,2,2,2,3,7,7,5,2,,4,NA,1,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA
2019-04-16T10:40:29Z,48,NA,2019-04-16T10:53:28Z,0,100,778,1,2019-04-16T10:53:28Z,9,5,4,4,4,4,3,5,5,4,5,5,5,4,4,4,5,4,4,5,3,6,6,4,4,2,3,3,3,3,3,3,4,3,2,5,2,2,5,4,5,3,4,1,4,4,4,4,3,2,3,4,3,3,5,5,4,3,3,3,4,2,2,3,4,2,2,2,4,4,5,3,3,3,3,3,4,4,3,4,4,3,3,4,3,4,1,4,3,3,1,2,2,2,4,4,3,4,2,3,6,6,4,4,5,6,4,4,3,4,7,6,5,2,,3,NA,1,NA,NA,NA,NA,NA,1,NA,1,NA,1,1,NA,1,NA,3,NA,NA,NA,1,NA,NA,NA,NA,NA
2019-04-22T13:33:50Z,49,NA,2019-04-22T13:42:48Z,0,100,537,1,2019-04-22T13:42:48Z,15,6,6,6,5,5,2,2,5,6,7,7,7,4,1,2,4,6,6,6,6,3,3,3,3,2,3,4,4,2,5,3,5,4,3,5,5,2,5,3,4,5,4,4,4,5,2,5,3,2,2,3,1,3,4,2,3,5,4,2,4,4,2,5,4,5,1,4,5,3,5,5,5,4,5,5,3,4,4,5,3,5,4,5,5,5,1,5,1,2,2,2,3,2,5,5,2,5,2,3,9,8,9,0,9,9,1,1,1,2,9,9,5,2,,4,NA,1,1,NA,1,NA,NA,1,NA,NA,1,1,1,NA,NA,1,3,NA,NA,NA,NA,1,NA,NA,NA,NA
2019-04-15T16:00:29Z,50,NA,2019-04-15T16:09:57Z,0,100,567,1,2019-04-15T16:09:57Z,8,6,6,6,5,2,3,3,2,6,7,6,6,1,1,1,1,6,6,5,6,2,2,1,1,2,4,2,4,1,4,2,4,3,4,4,4,1,4,4,3,4,4,2,2,4,2,5,4,5,4,4,2,4,2,3,2,5,4,4,2,4,1,4,2,4,2,4,4,4,5,4,4,4,4,4,1,1,1,1,2,4,4,4,4,4,1,5,2,2,1,1,2,2,4,4,1,4,1,3,8,1,8,0,8,8,0,7,0,6,4,7,5,1,,3,NA,1,NA,NA,NA,1,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA
2019-04-22T11:45:49Z,51,NA,2019-04-22T12:38:21Z,0,100,3152,1,2019-04-22T12:38:21Z,15,2,2,2,6,6,6,6,6,6,4,4,3,2,1,1,5,2,2,2,2,6,6,6,6,2,3,2,3,5,4,3,4,4,2,5,2,1,2,5,5,2,4,4,2,3,2,2,5,4,2,5,4,1,4,1,3,5,1,5,2,4,4,4,3,5,5,5,3,1,5,2,2,2,4,3,2,3,5,2,5,5,4,4,4,1,1,5,5,4,3,4,4,5,2,3,2,1,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,1,,4,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,1,NA,NA,1,7,NA,NA,NA,NA,1,NA,NA,NA,NA
2019-04-28T14:33:57Z,52,NA,2019-04-28T14:47:34Z,0,100,816,1,2019-04-28T14:47:34Z,21,4,5,5,5,3,2,2,2,6,6,6,6,4,1,1,1,5,5,4,4,3,2,1,1,2,5,3,4,1,3,3,5,2,4,4,3,2,5,2,5,3,4,3,1,4,3,5,4,4,3,3,2,4,3,3,3,4,4,4,2,5,2,2,2,3,4,4,3,1,5,4,4,4,3,4,3,1,2,1,2,5,4,5,5,5,1,5,1,2,1,1,2,1,4,4,1,4,1,3,10,10,9,0,10,10,0,2,1,0,9,10,5,1,,4,NA,NA,NA,NA,1,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
2019-04-12T13:03:00Z,53,NA,2019-04-12T14:18:05Z,0,100,4505,1,2019-04-12T14:18:06Z,5,5,5,4,5,4,2,6,5,5,5,5,5,4,4,2,4,5,5,6,5,2,3,5,3,2,4,3,3,3,2,3,3,2,4,4,3,1,4,4,3,3,2,1,4,4,1,4,1,3,2,4,3,3,4,3,3,3,4,3,4,4,3,4,3,4,2,3,3,3,5,3,3,3,4,3,4,4,5,2,4,4,4,4,4,4,1,4,1,2,3,3,3,2,3,3,1,4,1,3,5,7,2,2,7,8,2,8,5,7,0,8,5,2,,3,NA,NA,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
2019-04-22T09:23:39Z,54,NA,2019-04-22T09:34:47Z,0,100,667,1,2019-04-22T09:34:47Z,15,5,6,5,5,4,4,4,5,6,6,6,6,3,3,2,3,5,4,4,5,6,7,7,6,2,4,4,4,3,3,5,3,4,2,4,4,1,4,4,2,4,5,3,5,5,5,5,5,5,2,4,4,5,4,5,5,4,2,4,3,4,4,2,5,3,3,4,5,3,5,5,3,4,4,4,4,4,4,4,5,4,4,3,3,4,1,3,3,4,3,3,5,4,4,4,3,4,2,3,5,8,7,4,8,7,4,5,6,7,6,5,5,2,,4,NA,1,NA,NA,NA,NA,NA,1,NA,NA,1,1,1,NA,NA,1,2,NA,NA,NA,NA,1,NA,NA,NA,NA
2019-04-12T11:04:45Z,55,NA,2019-04-12T11:12:56Z,0,100,491,1,2019-04-12T11:12:57Z,5,5,4,5,5,5,3,1,4,6,6,7,6,2,1,2,3,6,7,6,6,2,2,2,2,2,5,2,4,3,4,1,5,2,2,5,5,1,4,4,3,5,4,1,4,5,1,5,2,4,4,4,1,4,4,4,1,4,2,4,5,5,2,4,5,5,2,5,2,1,5,5,4,4,2,5,2,1,2,1,2,5,5,5,5,5,1,5,2,1,1,2,2,1,5,5,2,4,1,3,10,8,9,0,9,10,0,1,2,3,10,10,5,2,,5,NA,NA,NA,NA,1,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA
2019-04-22T17:09:51Z,56,NA,2019-04-22T17:36:32Z,0,100,1601,1,2019-04-22T17:36:32Z,15,5,6,6,6,4,3,6,4,6,6,6,7,2,2,2,2,5,4,4,5,4,1,4,5,2,5,2,5,3,4,3,5,5,4,4,5,1,5,4,5,5,5,1,5,5,2,5,5,4,2,4,1,5,1,4,4,5,4,4,4,5,1,5,5,5,3,5,3,3,5,5,5,5,5,5,5,3,1,2,4,4,4,5,4,4,1,5,1,2,2,3,3,1,5,5,1,4,2,3,9,8,8,0,9,7,0,0,1,4,10,7,5,2,,4,NA,1,NA,NA,NA,NA,NA,1,NA,NA,1,1,1,NA,NA,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA
2019-04-22T11:32:18Z,57,NA,2019-04-23T00:38:58Z,0,100,47199,1,2019-04-23T00:38:58Z,15,4,2,3,2,7,4,7,6,4,4,4,5,3,4,4,2,1,2,2,3,7,6,6,6,2,1,3,2,5,4,4,3,2,3,5,3,1,3,4,2,3,4,3,4,4,5,3,3,3,2,1,3,3,4,5,5,5,3,3,4,3,1,3,4,4,1,5,4,5,5,3,3,2,4,4,5,5,5,2,5,4,4,5,5,3,1,2,2,5,5,5,5,3,2,2,5,4,4,3,4,6,7,5,5,5,5,4,3,6,5,6,5,2,,4,NA,NA,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
2019-04-15T21:39:00Z,58,NA,2019-04-15T21:47:07Z,0,100,486,1,2019-04-15T21:47:07Z,8,4,4,4,4,4,4,4,4,5,4,4,4,5,4,4,3,4,4,4,4,4,5,4,4,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,1,,6,NA,1,NA,NA,NA,NA,NA,1,NA,1,NA,1,1,NA,1,NA,5,NA,NA,NA,1,NA,NA,NA,NA,NA
2019-04-22T16:37:51Z,59,NA,2019-04-22T16:56:36Z,0,100,1124,1,2019-04-22T16:56:37Z,15,6,6,7,5,4,2,5,5,5,6,7,6,1,1,2,2,5,4,4,4,4,4,4,4,2,5,4,5,2,4,2,4,4,2,4,4,1,4,4,4,5,4,3,5,5,1,4,4,3,5,4,3,3,4,3,2,5,4,3,3,5,4,3,4,4,4,4,5,3,5,5,4,4,5,5,3,4,4,2,4,4,3,5,4,5,1,5,3,2,1,2,5,3,5,5,2,5,2,3,9,4,4,0,8,7,0,2,1,2,3,9,5,2,,5,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
2019-04-16T08:51:14Z,60,NA,2019-04-16T09:05:02Z,0,100,827,1,2019-04-16T09:05:03Z,9,6,7,6,6,2,2,1,2,6,7,7,6,2,1,2,1,6,6,6,6,2,2,2,2,2,3,3,4,1,4,4,3,3,3,5,4,1,5,4,4,3,5,4,5,4,3,5,3,4,4,3,3,5,4,3,3,4,4,4,3,4,3,4,3,5,3,3,2,3,5,3,4,4,3,4,2,3,3,2,5,3,4,4,4,3,1,5,2,4,3,3,3,2,4,4,3,4,2,3,6,6,5,4,6,6,4,6,4,5,6,6,5,2,,4,NA,NA,NA,NA,1,1,NA,1,NA,1,NA,1,1,NA,2,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA
2019-04-24T12:59:49Z,61,NA,2019-04-24T13:18:49Z,0,100,1139,1,2019-04-24T13:18:49Z,17,5,3,4,3,3,3,3,3,3,3,2,3,3,4,4,5,3,3,3,4,5,5,5,6,2,2,2,4,4,3,4,4,4,2,4,2,2,4,4,4,3,4,3,4,4,4,4,3,3,3,2,3,3,4,4,4,4,3,3,3,2,2,3,4,4,2,4,4,3,5,3,3,3,3,3,3,3,2,4,3,4,4,4,4,4,1,4,3,2,2,3,3,3,3,3,3,3,3,3,7,7,7,2,7,7,2,3,2,2,7,7,5,2,,5,NA,1,NA,NA,NA,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
2019-04-22T13:30:36Z,62,NA,2019-04-22T13:40:34Z,0,100,598,1,2019-04-22T13:40:35Z,15,5,5,5,5,5,4,5,4,4,4,3,4,5,4,4,4,4,4,4,4,5,4,5,4,2,3,4,4,2,3,2,4,4,3,3,4,3,4,4,4,3,4,4,4,4,3,4,3,4,4,4,2,NA,3,3,3,4,4,3,4,4,4,3,3,4,3,3,4,4,5,3,3,3,2,3,3,3,2,3,3,3,2,3,3,2,1,2,3,2,3,2,3,3,2,3,3,3,3,3,5,4,5,4,5,5,5,4,4,5,4,5,4,1,,4,NA,1,NA,NA,1,NA,NA,1,NA,NA,1,1,1,NA,NA,1,4,NA,NA,NA,NA,1,NA,NA,NA,NA
2019-04-12T11:47:37Z,63,NA,2019-04-12T13:12:58Z,0,100,5121,1,2019-04-12T13:12:59Z,5,5,6,6,6,2,2,5,3,6,5,NA,5,4,2,1,3,6,6,6,5,2,2,3,3,2,5,4,4,1,3,2,4,4,NA,4,5,2,5,3,3,5,4,2,4,4,2,4,3,4,3,4,2,4,4,1,2,4,3,3,4,4,4,4,3,4,5,3,4,1,5,4,4,4,4,4,4,NA,4,3,4,4,3,4,4,4,1,3,3,4,3,4,4,2,4,4,1,4,2,3,7,2,5,3,8,7,2,5,7,3,5,9,5,2,,4,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
2019-04-12T10:43:31Z,64,NA,2019-04-12T10:48:57Z,0,100,326,1,2019-04-12T10:48:58Z,5,7,4,5,6,2,1,2,3,7,6,7,7,1,1,1,1,5,5,7,6,1,2,5,2,2,2,4,5,4,4,5,2,1,1,5,1,4,5,5,4,3,1,4,4,5,4,1,2,1,4,5,5,5,5,5,2,2,5,1,2,2,5,5,5,5,1,1,2,5,5,4,5,4,4,5,3,1,2,1,5,4,5,5,4,5,1,5,3,1,1,1,1,2,4,4,3,5,2,3,9,7,8,0,8,9,2,1,1,1,8,10,5,2,,4,NA,NA,NA,NA,1,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA
2019-04-16T21:38:08Z,65,NA,2019-04-16T23:01:23Z,0,100,4995,1,2019-04-16T23:01:24Z,9,7,6,7,5,5,2,7,7,7,7,7,7,1,1,1,2,5,5,6,5,5,1,5,3,2,2,1,2,2,4,5,4,5,4,4,1,1,2,4,3,1,5,2,4,5,5,3,4,5,4,1,4,3,3,2,4,2,4,5,1,3,4,3,4,4,4,2,5,1,5,5,5,3,5,5,3,2,4,1,4,3,4,3,5,5,1,5,1,1,2,2,2,2,4,4,2,5,1,3,6,7,5,3,6,3,4,7,5,2,3,6,5,1,,5,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
2019-04-22T23:38:05Z,66,NA,2019-04-22T23:57:53Z,0,100,1187,1,2019-04-22T23:57:53Z,15,5,3,5,5,6,3,6,6,6,3,5,5,5,5,2,5,4,4,5,3,5,5,6,5,2,5,4,3,4,3,4,5,4,3,NA,4,2,4,3,3,4,4,3,5,2,3,4,5,2,3,3,3,2,5,5,NA,5,5,2,4,4,3,4,4,4,5,2,4,3,5,3,3,4,3,4,4,2,4,5,4,4,4,4,4,4,1,2,3,5,4,3,5,3,4,3,2,3,2,3,8,4,6,4,5,4,4,4,8,7,5,5,5,2,,5,NA,1,NA,NA,NA,NA,NA,1,NA,NA,1,1,1,NA,NA,1,6,NA,NA,NA,NA,1,NA,NA,NA,NA
2019-04-24T16:08:57Z,67,NA,2019-04-24T16:26:37Z,0,100,1060,1,2019-04-24T16:26:38Z,17,5,6,6,6,5,1,6,5,6,6,6,7,2,1,1,1,4,4,4,4,5,6,6,6,2,1,1,5,5,4,4,5,4,2,4,2,1,5,1,4,3,5,5,5,3,4,5,4,2,2,1,1,5,4,2,4,5,3,3,4,4,1,4,5,4,5,5,5,2,5,5,4,5,4,5,4,4,5,4,5,4,3,4,5,4,1,5,3,4,4,4,4,1,4,5,2,4,1,3,9,9,7,1,8,9,0,4,1,0,7,8,5,2,,4,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,1,NA,NA,1,3,NA,NA,NA,NA,1,NA,NA,NA,NA
2019-04-27T11:08:03Z,68,NA,2019-04-27T11:20:18Z,0,100,734,1,2019-04-27T11:20:18Z,20,5,4,5,4,3,3,5,4,6,5,5,5,2,2,2,2,5,6,6,5,3,2,4,3,2,5,3,4,3,4,2,5,2,3,4,5,2,5,3,4,5,4,2,2,4,1,5,2,4,3,4,2,4,4,2,2,5,4,4,3,5,2,4,3,4,3,4,3,2,5,3,3,3,3,3,4,3,4,2,4,4,4,4,4,4,1,4,3,2,2,3,3,3,3,4,3,3,3,3,8,7,5,3,8,8,2,5,3,5,7,7,5,2,,5,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,1,NA,NA,2,8,NA,NA,NA,NA,1,NA,NA,NA,NA
2019-04-16T10:42:47Z,69,NA,2019-04-16T10:51:58Z,0,100,550,1,2019-04-16T10:51:58Z,9,5,5,5,5,5,5,6,6,7,7,6,6,4,2,2,3,6,6,5,6,3,2,2,2,2,5,5,4,2,5,3,2,3,3,4,3,4,NA,4,3,4,4,1,5,4,3,5,3,3,4,4,5,4,4,2,3,5,5,4,4,5,2,5,5,4,1,3,3,1,5,5,5,5,5,4,4,2,4,1,4,5,5,5,5,5,1,5,2,1,1,5,1,2,5,5,2,5,3,3,6,6,6,4,7,8,2,3,9,1,3,9,5,2,,3,NA,NA,NA,NA,NA,1,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA
2019-04-22T13:46:52Z,70,NA,2019-04-22T13:59:21Z,0,100,748,1,2019-04-22T13:59:22Z,15,4,4,5,4,6,5,5,5,6,6,7,6,6,2,3,3,5,4,5,5,5,4,5,5,2,2,4,4,1,4,3,3,2,3,4,4,2,4,3,3,4,3,1,4,4,2,4,2,4,4,4,2,3,4,4,4,4,4,2,2,4,4,5,3,4,1,4,3,4,5,4,3,3,2,4,4,4,4,3,4,4,4,3,4,3,1,5,2,3,4,4,3,2,4,4,2,4,2,3,5,4,5,4,7,5,8,2,8,7,4,4,5,2,,4,NA,1,NA,NA,NA,NA,NA,1,NA,NA,1,1,1,NA,NA,2,11,NA,NA,NA,NA,1,NA,NA,NA,NA
2019-04-15T16:43:29Z,71,NA,2019-04-15T16:55:31Z,0,100,721,1,2019-04-15T16:55:32Z,8,4,6,4,6,4,2,4,3,5,5,5,4,4,2,5,2,6,5,6,6,2,3,3,4,2,2,3,4,2,3,5,3,2,4,5,2,1,5,4,5,3,3,1,3,5,5,4,2,3,4,3,4,5,4,4,5,4,5,5,4,1,2,5,4,5,4,2,2,2,5,4,3,3,3,4,2,3,4,2,4,4,5,4,5,5,1,5,4,1,2,1,2,3,4,4,3,4,2,3,9,5,9,1,8,8,2,8,2,2,7,10,5,2,,4,NA,1,NA,NA,NA,NA,NA,1,NA,1,NA,1,1,NA,2,NA,3,NA,NA,NA,1,NA,NA,NA,NA,NA
2019-04-22T16:28:54Z,72,NA,2019-04-22T16:32:48Z,0,14,233,0,2019-04-29T16:33:25Z,15,7,6,6,5,1,1,7,3,7,7,7,7,2,2,3,3,6,6,7,6,4,3,5,4,2,5,1,4,2,4,2,5,4,4,4,5,1,5,4,3,5,5,3,4,4,2,5,3,4,4,2,1,3,2,4,2,5,4,5,3,5,1,4,4,4,1,5,3,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-04-13T16:48:47Z,73,NA,2019-04-13T17:02:48Z,0,100,840,1,2019-04-13T17:02:49Z,6,6,5,6,6,2,2,3,2,7,6,7,4,1,1,1,1,5,6,6,5,2,1,2,1,2,3,2,5,1,3,2,4,3,4,3,4,1,4,2,4,3,2,3,3,4,2,5,3,5,3,3,2,4,2,4,2,4,4,4,3,5,2,4,2,4,4,5,3,1,5,4,5,4,4,4,1,1,2,1,2,2,2,3,2,2,1,5,1,2,1,2,2,1,5,4,1,4,1,3,6,1,8,3,6,5,7,9,5,9,2,6,5,1,,4,NA,NA,NA,NA,1,NA,NA,1,1,NA,NA,1,1,NA,NA,NA,NA,1,1,1,NA,NA,NA,1,NA,NA
2019-04-16T09:50:52Z,74,NA,2019-04-16T10:05:04Z,0,100,851,1,2019-04-16T10:05:05Z,9,5,4,4,4,6,5,5,4,4,4,4,5,3,3,3,2,6,4,4,6,4,6,3,7,2,2,2,3,2,4,4,4,3,3,4,3,2,4,3,3,3,2,4,3,4,4,3,4,3,4,4,3,5,4,4,3,4,3,5,3,2,3,5,2,3,3,4,4,3,5,3,2,4,3,3,4,3,3,1,4,4,3,5,4,3,3,4,3,3,2,3,2,3,3,4,3,4,3,3,6,8,7,7,6,6,6,7,7,6,7,8,7,1,,5,NA,NA,NA,NA,NA,1,NA,1,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA
2019-04-12T12:22:15Z,75,NA,2019-04-12T12:28:02Z,0,100,346,1,2019-04-12T12:28:02Z,5,5,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,5,4,3,4,3,4,2,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,5,3,4,4,3,3,4,3,4,3,4,3,4,3,4,4,1,3,2,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,4,5,5,5,5,6,5,6,5,2,,3,NA,1,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA
2019-04-17T13:51:54Z,76,NA,2019-04-17T14:11:14Z,0,100,1159,1,2019-04-17T14:11:15Z,10,5,6,5,7,4,4,7,6,6,6,6,7,1,1,2,3,6,5,6,2,2,2,2,3,2,5,4,5,2,3,1,4,5,4,5,5,2,5,1,4,5,5,5,NA,4,1,5,3,5,4,5,2,4,5,4,3,4,4,4,3,5,3,4,3,4,3,4,5,5,5,4,4,3,5,5,4,4,5,3,5,4,3,5,5,4,1,3,3,4,2,4,4,3,4,4,2,5,2,3,7,3,2,3,9,5,5,5,5,3,6,9,5,2,,3,NA,NA,NA,1,NA,NA,NA,1,NA,1,NA,1,1,NA,2,NA,10,NA,NA,NA,1,NA,NA,NA,NA,NA
2019-04-12T15:35:53Z,77,NA,2019-04-12T15:43:29Z,0,100,455,1,2019-04-12T15:43:44Z,5,4,4,4,2,7,6,5,7,7,7,7,7,5,1,1,1,7,4,7,5,4,5,5,6,2,5,3,3,2,4,2,4,1,1,5,4,1,5,5,4,5,3,1,5,4,1,4,4,1,5,4,1,4,5,4,3,5,5,3,5,4,3,5,5,4,2,5,4,2,5,3,2,3,3,5,5,3,1,3,5,5,5,5,5,5,1,5,1,4,1,4,5,1,2,4,1,4,1,3,10,10,10,0,10,10,0,0,0,0,10,10,5,2,,4,NA,NA,NA,NA,1,NA,NA,1,1,NA,NA,1,1,NA,NA,NA,NA,1,1,1,NA,NA,NA,1,NA,NA
