StartDate,study_id,withdraw,EndDate,Status,Progress,Duration__in_seconds_,Finished,RecordedDate,date,bpns_gen_1,bpns_gen_2,bpns_gen_3,bpns_gen_4,bpns_gen_5,bpns_gen_6,bpns_gen_7,bpns_gen_8,bpns_gen_9,bpns_gen_10,bpns_gen_11,bpns_gen_12,bpns_gen_13,bpns_gen_14,bpns_gen_15,bpns_gen_16,bpns_gen_17,bpns_gen_18,bpns_gen_19,bpns_gen_20,bpns_gen_21,bpns_gen_22,bpns_gen_23,bpns_gen_24,bpns_gen_25,bfi_1,bfi_2,bfi_3,bfi_4,bfi_5,bfi_6,bfi_7,bfi_8,bfi_9,bfi_10,bfi_11,bfi_12,bfi_13,bfi_14,bfi_15,bfi_16,bfi_17,bfi_18,bfi_19,bfi_20,bfi_21,bfi_22,bfi_23,bfi_24,bfi_25,bfi_26,bfi_27,bfi_28,bfi_29,bfi_30,bfi_31,bfi_32,bfi_33,bfi_34,bfi_35,bfi_36,bfi_37,bfi_38,bfi_39,bfi_40,bfi_41,bfi_42,bfi_43,bfi_44,bfi_45,afi_1,afi_2,afi_3,afi_4,afi_5,afi_6,afi_7,afi_8,afi_9,afi_10,afi_11,afi_12,afi_13,afi_14,afi_15,afi_16,authentic_1,authentic_2,authentic_3,authentic_4,authentic_5,authentic_6,authentic_7,authentic_8,authentic_9,authentic_10,authentic_11,authentic_12,authentic_13,selfreflect_1,selfreflect_2,selfreflect_3,selfreflect_4,selfreflect_5,selfreflect_6,selfreflect_7,selfreflect_8,selfreflect_9,selfreflect_10,selfreflect_11,selfreflect_12,selfreflect_13,gender,gender_3_TEXT,Q42,ethnicity_1,ethnicity_2,ethnicity_3,ethnicity_4,ethnicity_5,ethnicity_6,ethnicity_7,iphone,consent,consent1,consent2,Q12,Q20,Q53,Q32,Q35,Q31,Q52,Q30,Q37,Q38,Q39,Q51,Q40,Q50,Q51.0
2019-04-12T18:53:41Z,8,NA,2019-04-12T19:05:07Z,0,100,686,1,2019-04-12T19:05:08Z,5,1,2,3,1,7,7,7,7,4,4,3,5,3,3,3,3,2,3,3,3,4,5,7,6,2,2,2,5,4,2,5,4,3,3,4,1,1,5,3,2,2,4,3,4,2,5,4,4,4,2,1,3,5,4,4,5,5,4,4,4,3,2,5,5,2,4,5,4,2,5,2,2,2,2,3,3,2,1,2,2,2,3,4,4,4,1,4,4,3,3,4,3,4,3,3,4,2,4,3,4,1,4,2,6,6,3,5,2,6,0,2,5,2,,5,NA,1,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA
2019-04-21T12:42:11Z,9,NA,2019-04-29T01:06:19Z,0,12,649448,0,2019-05-06T01:06:39Z,14,6,4,7,4,5,1,3,4,6,6,6,7,4,1,2,3,5,6,5,6,4,5,4,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-04-15T19:06:10Z,10,NA,2019-04-15T19:13:01Z,0,100,410,1,2019-04-15T19:13:01Z,8,4,5,6,4,5,4,5,4,4,3,5,5,4,4,3,4,4,4,4,3,4,5,5,4,2,4,3,4,3,3,4,5,4,2,5,4,4,4,3,5,5,3,5,4,5,4,5,3,2,4,5,4,4,5,5,4,4,5,4,4,4,4,2,5,4,3,4,5,2,5,5,4,4,4,4,4,2,2,2,5,5,5,5,5,5,1,5,2,5,3,4,5,2,4,5,2,4,2,3,10,10,9,0,10,10,0,0,0,0,10,9,5,2,,4,NA,NA,NA,NA,1,NA,NA,1,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA
2019-04-16T00:47:35Z,11,NA,2019-04-16T01:02:57Z,0,100,921,1,2019-04-16T01:02:58Z,9,3,4,4,4,6,5,2,6,7,7,6,6,3,1,1,2,3,3,3,5,5,6,6,5,2,4,3,2,2,2,2,3,4,2,3,4,1,3,3,2,5,4,5,NA,5,3,4,5,4,3,2,1,2,3,4,4,4,1,2,3,5,1,4,4,3,2,5,5,2,5,1,2,2,4,1,4,4,3,2,3,4,2,5,4,3,1,4,3,4,4,3,4,4,2,2,3,1,3,3,5,2,5,4,6,5,4,3,6,5,3,4,5,1,,4,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
2019-04-12T13:06:45Z,12,NA,2019-04-12T13:51:55Z,0,100,2710,1,2019-04-12T13:51:55Z,5,6,5,6,7,1,1,3,2,7,7,6,7,1,1,1,1,7,6,6,6,2,2,2,4,2,4,3,4,4,5,2,5,5,4,5,4,2,4,4,4,5,4,2,5,5,3,5,5,5,5,5,3,4,5,5,1,4,5,5,2,4,1,4,3,5,1,4,5,4,5,4,5,5,5,5,4,3,3,2,5,5,4,5,5,5,1,5,1,2,1,3,4,1,4,5,1,5,1,3,7,5,5,0,7,10,1,0,5,1,10,8,5,2,,4,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,1,1,NA,NA,NA,7,NA,2,1,NA,NA,NA,1,NA,NA
NA,13,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-04-16T02:08:40Z,14,NA,2019-04-16T02:23:23Z,0,100,883,1,2019-04-16T02:23:24Z,1,4,6,6,6,4,1,2,5,7,7,7,7,1,1,1,1,6,6,7,6,1,1,1,1,2,5,1,4,1,2,1,5,2,4,4,4,1,5,1,3,4,5,1,4,2,2,5,2,5,4,3,1,5,1,4,2,5,5,5,2,5,1,4,2,4,3,5,3,2,5,5,5,5,5,5,4,3,1,1,1,5,3,5,5,3,1,5,1,2,1,2,1,1,4,5,1,4,1,3,9,2,9,3,9,9,2,7,8,7,2,8,5,2,,4,NA,NA,NA,NA,1,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA
2019-04-13T10:27:55Z,15,NA,2019-04-13T10:41:37Z,0,100,822,1,2019-04-13T10:41:38Z,6,4,4,4,3,3,2,5,4,6,6,6,6,4,2,1,5,4,3,3,3,5,5,5,4,2,1,1,3,1,3,5,5,4,3,4,2,1,4,4,3,1,4,2,4,3,5,4,5,4,3,2,1,4,2,5,5,4,3,4,5,1,2,2,4,3,4,2,4,3,5,2,3,5,2,3,3,5,5,3,3,4,2,3,4,3,1,3,1,4,3,4,3,1,2,3,1,4,1,3,2,0,1,2,2,0,5,9,10,10,1,3,5,2,,4,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
2019-04-22T22:01:50Z,16,NA,2019-04-22T22:20:35Z,0,100,1124,1,2019-04-22T22:20:35Z,15,6,6,6,4,5,5,6,6,7,7,7,7,5,2,1,1,6,7,6,7,2,5,2,1,2,5,5,5,1,3,2,5,1,4,5,5,1,5,2,5,5,2,2,4,5,1,4,5,3,3,4,1,5,2,5,3,5,2,2,3,5,2,5,3,5,1,4,5,4,5,3,3,4,5,4,3,2,2,1,2,5,5,5,5,5,1,5,1,2,1,1,2,1,4,5,1,5,1,3,10,8,8,0,10,10,0,0,2,0,10,10,5,2,,4,NA,1,NA,NA,NA,NA,NA,1,NA,NA,1,1,1,NA,NA,1,9,NA,NA,NA,NA,1,NA,NA,NA,NA
2019-04-12T11:10:56Z,17,NA,2019-04-12T11:17:26Z,0,100,390,1,2019-04-12T11:17:26Z,5,2,3,4,5,6,6,7,6,7,7,7,6,3,1,2,5,5,3,3,4,6,6,6,7,2,4,3,2,4,2,2,4,3,3,3,4,2,2,4,4,5,2,4,4,1,2,2,4,3,4,5,4,2,4,2,2,2,5,4,1,5,3,4,4,4,2,2,3,4,NA,2,3,2,2,4,2,3,4,1,5,4,4,2,4,4,1,5,2,1,1,2,1,1,4,4,3,4,4,3,8,2,3,6,1,7,2,9,7,4,3,6,5,2,,5,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
2019-04-23T16:06:32Z,18,NA,2019-04-23T16:15:24Z,0,100,531,1,2019-04-23T16:15:24Z,16,6,6,6,7,2,1,1,2,6,6,7,7,2,2,2,2,6,6,7,6,1,1,2,1,2,3,2,5,1,4,4,5,1,4,4,4,1,5,2,4,4,4,4,2,5,4,5,3,4,3,4,1,4,1,3,3,5,4,4,5,4,1,5,2,2,5,5,2,2,5,4,5,4,4,5,2,2,1,1,2,4,4,5,5,5,1,5,1,2,2,3,2,1,4,4,1,4,1,3,3,1,3,1,5,10,0,5,6,1,0,5,5,2,,4,NA,NA,NA,NA,1,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
2019-04-13T06:56:14Z,19,NA,2019-04-13T07:04:37Z,0,100,502,1,2019-04-13T07:04:38Z,6,4,5,5,4,4,3,5,5,4,4,3,4,5,4,4,5,4,5,4,5,3,3,4,4,2,2,4,4,2,4,4,4,2,2,4,3,2,4,4,4,3,4,2,5,5,4,2,2,3,3,2,4,4,4,5,5,4,4,2,3,2,2,4,5,5,1,3,3,5,5,4,4,3,4,4,3,3,4,2,4,5,5,5,5,5,1,5,2,2,2,3,2,2,4,4,3,4,3,3,8,9,8,1,9,8,1,1,1,2,9,8,5,2,,NA,NA,NA,NA,NA,1,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA
2019-04-13T01:32:50Z,20,NA,2019-04-13T01:52:03Z,0,100,1152,1,2019-04-13T01:52:03Z,6,6,7,6,6,3,2,2,4,6,6,6,6,2,2,1,2,6,7,6,6,2,3,2,1,2,3,2,5,2,3,4,4,3,4,5,2,1,4,4,4,3,3,2,4,4,3,2,3,4,4,3,4,4,4,4,4,3,5,4,4,3,3,5,4,4,3,5,3,2,5,3,4,4,4,4,3,4,2,2,4,2,3,4,3,2,1,4,1,3,2,2,2,1,3,4,1,4,1,3,5,0,1,7,6,3,3,4,1,7,6,5,5,2,,4,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,1,1,NA,NA,NA,NA,3,1,1,NA,NA,NA,1,NA,NA
2019-04-27T19:38:10Z,21,NA,2019-04-27T19:54:05Z,0,100,954,1,2019-04-27T19:54:05Z,20,5,2,6,2,4,5,4,5,7,7,6,6,2,1,1,3,6,4,5,6,6,7,6,2,2,4,2,4,3,4,5,4,4,4,4,4,1,4,1,5,2,4,1,3,4,5,4,5,4,4,4,1,4,2,3,5,4,4,4,3,2,1,2,1,5,2,4,3,2,5,4,4,3,4,4,2,3,1,1,3,3,4,4,5,4,1,5,4,1,2,2,3,4,4,4,5,3,3,3,7,9,9,1,6,7,2,2,0,1,7,9,5,2,,5,NA,1,NA,NA,NA,NA,NA,1,NA,NA,1,1,1,NA,NA,1,5,NA,NA,NA,NA,1,NA,NA,NA,NA
2019-04-15T23:59:43Z,22,NA,2019-04-16T00:49:39Z,0,100,2996,1,2019-04-16T00:49:40Z,9,4,4,5,3,4,5,5,5,5,5,5,5,4,1,1,4,4,5,4,4,5,3,5,2,2,3,4,4,3,4,4,4,4,1,4,4,2,4,4,4,4,2,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,2,4,3,4,3,4,4,4,4,2,3,5,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,1,5,2,3,4,4,3,2,4,4,2,4,2,3,7,6,7,1,7,7,1,1,7,7,7,7,5,2,,4,NA,NA,NA,1,NA,NA,NA,1,NA,1,NA,1,1,NA,2,NA,7,NA,NA,NA,1,NA,NA,NA,NA,NA
2019-04-23T12:39:53Z,23,NA,2019-04-23T12:53:10Z,0,100,796,1,2019-04-23T12:53:11Z,16,6,5,6,4,4,2,4,3,7,6,6,7,2,1,1,1,6,6,6,5,2,1,2,2,2,3,2,4,2,4,3,4,3,4,5,4,2,4,3,5,4,3,2,2,5,3,NA,3,5,3,5,2,4,4,3,3,3,4,4,4,4,3,4,3,4,3,4,3,3,5,4,4,4,5,4,1,1,1,1,2,2,2,4,3,4,1,5,1,2,2,3,2,1,4,4,1,5,1,3,8,3,7,1,6,5,1,5,2,4,6,8,5,2,,4,NA,NA,NA,1,NA,NA,NA,1,NA,NA,1,1,1,NA,NA,1,8,NA,NA,NA,NA,1,NA,NA,NA,NA
2019-04-12T11:37:43Z,24,NA,2019-04-12T11:50:38Z,0,100,774,1,2019-04-12T11:50:39Z,5,4,4,4,3,5,5,4,6,6,4,6,5,7,1,1,2,4,4,4,5,3,4,5,3,2,4,2,4,4,4,4,3,3,2,5,3,1,4,4,3,3,5,2,5,5,4,5,3,2,3,2,2,3,4,5,5,4,2,2,4,3,3,4,5,4,1,3,5,4,5,3,4,3,3,5,2,2,2,1,3,4,4,4,4,4,1,5,3,3,3,2,3,3,4,4,3,4,3,3,5,3,5,0,5,5,0,2,0,2,7,5,5,2,,4,NA,NA,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
2019-04-21T15:14:02Z,25,NA,2019-04-21T15:23:40Z,0,100,577,1,2019-04-21T15:23:40Z,14,6,4,3,5,5,3,4,5,4,4,4,3,5,2,2,3,4,5,4,5,5,6,5,6,2,3,3,2,5,4,4,2,4,2,4,3,5,3,4,5,4,4,5,3,5,4,2,4,2,4,5,5,2,5,4,3,3,3,4,1,2,4,2,4,5,4,3,5,4,5,2,4,3,2,3,4,5,4,2,4,4,4,4,5,4,1,1,4,2,1,4,2,4,2,3,4,3,5,3,10,10,10,0,9,8,0,0,0,0,5,8,5,1,,4,NA,NA,NA,1,NA,NA,NA,1,NA,1,NA,1,1,NA,1,NA,4,NA,NA,NA,1,NA,NA,NA,NA,NA
2019-04-22T14:32:58Z,26,NA,2019-04-22T15:18:36Z,0,100,2737,1,2019-04-22T15:18:36Z,15,4,6,6,7,5,4,6,4,6,7,6,5,4,2,2,5,6,5,6,6,3,5,4,3,2,2,4,5,3,5,5,5,4,3,5,2,2,5,4,5,3,3,2,5,5,5,5,4,2,5,4,4,5,4,5,5,4,3,4,5,2,3,5,5,5,3,5,4,5,5,4,4,5,3,4,5,4,4,3,5,5,4,5,4,5,1,5,2,3,3,4,4,2,4,4,2,4,2,3,9,5,9,0,9,9,0,0,2,7,5,9,5,2,,4,NA,1,NA,NA,NA,NA,NA,1,NA,NA,1,1,1,NA,NA,1,5,NA,NA,NA,NA,1,NA,NA,NA,NA
2019-04-23T12:38:59Z,27,NA,2019-04-23T13:18:48Z,0,100,2388,1,2019-04-23T13:18:48Z,15,5,3,4,4,4,3,3,4,5,5,4,5,4,2,3,4,4,4,4,4,4,4,5,4,2,2,3,3,4,2,4,4,3,4,3,3,1,4,3,2,2,3,1,4,3,4,4,3,3,2,2,2,4,4,2,4,5,4,3,5,2,2,4,2,3,4,3,2,3,5,3,3,4,3,3,4,4,2,2,4,3,3,3,3,3,1,4,4,3,4,3,3,4,4,3,3,4,3,3,4,3,3,5,5,4,4,7,6,7,6,6,5,2,,5,NA,1,NA,NA,NA,NA,NA,1,NA,NA,1,1,1,NA,NA,1,6,NA,NA,NA,NA,1,NA,NA,NA,NA
2019-04-23T15:09:37Z,28,NA,2019-04-23T15:17:59Z,0,100,501,1,2019-04-23T15:18:00Z,16,6,7,7,7,4,4,5,5,4,5,3,5,5,3,5,4,5,6,6,5,3,4,4,3,2,3,2,4,4,4,4,5,1,3,5,3,1,4,3,5,4,5,4,4,4,3,3,4,3,3,2,1,3,4,4,3,5,4,4,3,4,1,3,3,4,2,5,4,5,5,5,5,4,4,5,1,2,5,2,5,5,5,5,5,5,1,5,3,2,3,4,3,2,3,4,2,4,2,3,10,10,10,0,6,10,0,1,1,0,10,10,5,2,,4,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,1,NA,NA,2,3,NA,NA,NA,NA,1,NA,NA,NA,NA
2019-04-24T14:26:16Z,29,NA,2019-04-24T14:50:59Z,0,100,1482,1,2019-04-24T14:51:00Z,17,5,5,5,5,5,5,6,4,6,7,7,5,2,1,2,2,7,7,7,7,1,1,1,1,2,4,4,5,2,5,4,4,1,3,5,4,1,5,4,5,3,3,1,4,5,2,4,1,2,5,4,4,5,4,3,2,3,5,4,4,4,3,4,3,5,3,4,3,3,5,4,5,4,4,4,3,2,3,1,4,5,3,5,5,4,1,5,2,3,3,4,3,2,4,5,2,4,1,3,8,9,2,0,10,10,0,8,1,1,5,9,5,1,,4,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,1,NA,NA,2,10,NA,NA,NA,NA,1,NA,NA,NA,NA
2019-04-12T14:31:03Z,30,NA,2019-04-12T14:43:10Z,0,100,726,1,2019-04-12T14:43:11Z,5,5,6,6,5,2,3,2,3,6,6,6,6,1,1,1,1,6,6,6,6,1,3,1,1,2,3,3,5,1,4,3,4,1,3,4,4,1,5,3,4,2,4,1,4,4,4,5,1,2,3,1,1,4,3,4,4,5,5,2,3,4,1,4,4,3,2,5,1,2,5,4,4,4,3,4,2,1,2,1,2,4,4,4,4,4,1,4,1,1,1,2,1,2,4,4,1,4,1,3,NA,NA,NA,0,7,8,0,NA,0,0,NA,7,5,2,,5,NA,NA,NA,NA,1,NA,NA,1,1,NA,NA,1,1,NA,NA,NA,NA,1,1,1,NA,NA,NA,1,NA,NA
2019-04-12T12:21:07Z,31,NA,2019-04-12T12:35:44Z,0,100,877,1,2019-04-12T12:35:45Z,5,3,4,5,3,4,3,3,3,4,3,3,5,3,3,4,6,3,3,3,3,6,7,5,6,2,2,2,4,4,4,4,5,4,3,4,2,1,4,2,4,4,5,4,3,3,2,5,4,5,3,2,2,4,1,4,2,5,2,3,4,5,1,4,2,2,2,4,4,3,5,4,3,4,3,4,1,4,2,1,4,2,2,1,1,2,1,5,3,1,1,2,1,1,5,5,1,5,1,3,2,2,4,7,2,2,7,8,7,7,5,5,5,1,,4,NA,NA,NA,NA,1,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA
2019-04-22T17:48:29Z,32,NA,2019-04-23T21:49:50Z,0,100,100880,1,2019-04-23T21:49:50Z,16,5,5,6,6,3,4,4,4,7,7,7,7,5,1,1,2,4,5,4,1,4,2,4,7,2,4,3,5,1,4,4,4,2,2,5,5,1,5,5,5,5,5,1,5,5,4,5,2,1,4,5,2,4,3,1,4,5,1,2,5,4,1,3,5,5,5,3,2,1,5,5,4,4,5,4,5,5,5,3,3,5,5,5,5,5,1,5,1,5,4,5,5,1,4,5,1,4,1,3,10,5,0,0,10,5,0,3,1,9,7,10,5,2,,3,NA,NA,NA,NA,1,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
2019-04-28T15:54:33Z,33,NA,2019-04-28T16:05:18Z,0,100,644,1,2019-04-28T16:05:19Z,21,6,5,5,5,3,4,6,3,6,6,6,6,1,3,1,1,6,6,6,6,2,2,2,2,2,3,3,5,3,4,1,4,3,3,5,3,3,5,4,5,5,2,2,4,4,2,4,2,3,4,5,4,5,4,4,2,4,4,4,2,4,2,4,3,4,2,4,4,4,5,4,4,4,3,4,2,2,2,2,3,5,4,5,5,5,1,4,2,1,1,1,2,1,4,4,2,4,2,3,8,8,8,1,8,9,1,2,1,2,8,9,5,2,,3,NA,1,NA,NA,NA,NA,NA,1,NA,NA,1,1,1,NA,NA,1,3,NA,NA,NA,NA,1,NA,NA,NA,NA
2019-04-22T12:26:05Z,34,NA,2019-04-22T12:34:30Z,0,100,504,1,2019-04-22T12:34:31Z,15,5,4,5,3,5,4,1,5,5,5,5,6,2,2,3,5,4,4,5,3,4,6,5,5,2,5,2,4,2,4,5,5,3,3,4,4,1,4,4,3,4,3,1,5,4,4,5,4,2,4,1,2,4,2,2,5,5,4,4,1,2,1,4,5,4,4,2,3,2,5,4,3,4,4,4,2,2,2,1,2,3,3,2,3,3,1,4,2,1,2,1,1,3,4,4,2,4,2,3,2,2,4,4,7,5,3,8,6,4,6,6,5,2,,3,NA,NA,NA,NA,1,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
2019-04-24T14:36:18Z,35,NA,2019-04-24T14:42:28Z,0,100,369,1,2019-04-24T14:42:29Z,17,2,2,4,4,4,2,2,4,4,4,2,2,2,2,4,2,2,2,2,2,2,4,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,1,,4,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
2019-04-22T14:57:43Z,36,NA,2019-04-22T15:08:44Z,0,100,661,1,2019-04-22T15:08:45Z,15,3,5,4,6,6,3,2,4,5,5,7,7,4,6,1,3,5,6,2,4,4,5,5,5,2,4,5,5,3,5,3,5,4,4,3,2,5,4,5,5,4,3,3,5,5,4,5,3,4,5,4,3,3,3,4,4,4,4,5,4,4,4,4,4,5,4,4,4,2,5,3,3,4,4,3,4,4,3,3,4,5,3,3,4,4,1,3,2,4,5,3,4,4,4,4,4,5,4,3,6,8,6,7,7,8,9,0,7,7,5,8,5,2,,4,NA,1,NA,NA,NA,NA,NA,1,NA,NA,1,1,1,NA,NA,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA
2019-04-22T14:50:12Z,37,NA,2019-04-22T15:01:57Z,0,100,705,1,2019-04-22T15:01:57Z,15,6,5,6,6,5,4,5,4,6,6,5,5,1,1,2,2,5,4,4,3,4,5,4,6,2,4,4,3,4,5,3,4,5,4,5,2,2,4,3,5,3,4,3,3,5,4,4,4,2,3,3,3,3,3,5,4,3,4,4,5,5,5,3,4,5,5,5,4,3,5,5,3,4,4,5,5,3,3,3,4,5,5,5,5,5,1,5,2,3,2,2,3,2,3,4,2,4,2,3,10,3,7,0,9,9,1,4,6,5,9,8,5,2,,4,NA,1,NA,NA,NA,NA,NA,1,NA,NA,1,1,1,NA,NA,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA
2019-04-16T03:28:58Z,38,NA,2019-04-16T03:38:48Z,0,100,590,1,2019-04-16T03:38:48Z,9,5,5,5,5,3,3,2,3,5,5,5,6,2,2,1,2,5,5,5,5,4,3,4,4,2,2,2,4,2,2,4,5,2,2,3,3,1,4,4,3,2,4,2,4,2,4,3,4,2,3,2,3,4,3,4,4,3,3,4,4,2,2,4,5,3,4,4,4,3,5,3,3,3,4,4,3,2,3,2,2,2,2,2,3,1,1,4,2,3,3,3,2,2,4,4,1,3,1,3,1,1,1,8,2,2,8,9,9,8,3,4,5,2,,3,NA,NA,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
2019-04-13T00:40:38Z,39,NA,2019-04-13T00:54:27Z,0,100,829,1,2019-04-13T00:54:27Z,6,7,6,6,5,3,1,2,1,7,7,7,7,1,1,1,2,5,6,5,4,3,2,3,1,2,2,3,5,1,2,4,4,1,1,3,4,1,5,3,2,3,5,1,5,3,4,4,2,2,2,2,1,4,2,2,5,5,4,3,4,4,1,5,4,3,2,5,2,3,5,4,4,5,3,3,2,1,1,1,5,3,4,2,2,3,1,4,1,2,5,5,3,1,3,4,1,4,1,3,3,5,4,4,1,2,5,7,3,9,3,2,5,1,,3,NA,NA,NA,NA,1,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA
2019-04-12T10:51:49Z,40,NA,2019-04-12T10:59:09Z,0,100,440,1,2019-04-12T10:59:10Z,5,5,4,4,6,5,1,2,5,3,4,5,4,1,3,2,4,4,3,3,4,5,5,4,5,2,1,2,4,4,3,5,3,1,3,5,2,2,4,4,4,3,3,1,2,4,5,1,2,3,3,3,4,4,3,3,3,2,3,4,4,2,2,4,3,4,3,3,3,3,NA,3,3,3,3,4,3,3,4,2,3,4,5,5,5,4,1,4,3,2,2,1,2,3,3,2,3,3,3,3,7,7,6,2,8,9,1,6,1,1,7,9,5,2,,4,NA,NA,NA,NA,1,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA
2019-04-23T21:25:07Z,41,NA,2019-04-23T21:39:20Z,0,100,852,1,2019-04-23T21:39:20Z,16,6,5,5,6,2,3,3,3,7,5,5,5,2,2,3,4,6,6,6,5,4,2,2,1,2,1,2,4,1,3,5,4,2,5,4,2,1,5,3,3,2,3,2,2,3,4,4,2,5,3,2,3,4,2,3,3,5,5,5,3,2,2,4,1,4,3,5,2,2,5,4,4,4,4,5,2,2,3,1,2,5,3,5,5,4,1,5,2,2,2,2,2,2,3,4,1,4,1,3,5,2,1,1,5,6,1,8,5,4,5,5,5,1,,3,NA,NA,NA,1,1,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
2019-04-28T12:51:59Z,42,NA,2019-04-28T13:03:18Z,0,100,678,1,2019-04-28T13:03:18Z,21,4,5,5,5,4,1,3,5,6,6,5,5,2,2,2,3,5,4,6,6,5,2,4,3,2,5,2,4,1,4,2,4,1,2,5,4,3,4,4,4,4,3,1,4,4,2,4,3,2,4,4,2,5,4,4,2,4,4,4,4,5,2,4,3,4,4,2,2,5,5,3,4,3,3,4,3,2,2,2,3,4,4,5,5,4,1,4,3,2,2,2,3,3,4,4,2,3,2,3,7,2,6,0,8,10,0,7,5,4,4,6,5,2,,4,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,1,NA,NA,2,10,NA,NA,NA,NA,1,NA,NA,NA,NA
